,Username,Tweet,Label
215,Rojali Munawar,"TKN juga mengaitkan pernyataan Jokowi itu dengan strategi politik Presiden AS Donald Trump yang menggunakan jasa konsultan politik Rusia.

 http://detik.id/VUKmEg ",0
216,Diah Yuniastuti,"And also this, match isn't it",0
217,James Buchanan จิมมี่,"When Prabowo campaigned theatrically on a horse, I thought he was a dangerous demagogue (he is). But when this Pheu Thai candidate does it, I find it kinda cool. Make ready your steed, for in March...we ride! 
 http://www.khaosodenglish.com/politics/2019/02/04/on-your-marks-excitement-as-candidates-register-to-run-photos/ …",0
218,Haddy Setavut,Gong xi Prabowo and familly. ,0
219,#17AprilPilihPrabowoSandi,Yuk Join #KalbarMenangkanPrabowoSandi,2
220,Jakarta Informer,Jokowi accuses Prabowo camp of enlisting foreign propaganda help – The Jakarta Post – Jakarta Post https://jakartainformer.com/277790/jokowi-accuses-prabowo-camp-of-enlisting-foreign-propaganda-help-the-jakarta-post-jakarta-post/ … pic.twitter.com/Ps0a7U2Tf8,0
221,W i r a,"And Mr. Prabowo is an extreme Right-wing that loves Capitalism (Take a look at him and his brother).
So the phrase ""Indonesia Adil Makmur"" is only for him, Sandi, and their family. 
Thou Jokowi is a businessman too, i think hes not that ""bad"".",1
222,Indonesia-Act,"[indonesia-act] Jokowi plays it tough, accusing Prabowo of ‘outbursts of lies’ - ETAN http://dlvr.it/Qy9vz7  #Indonesia",0
223,"NYAI 
❤️
2 #2019PrabowoPresident08 
��",Our President pic.twitter.com/v4rykzpod1,0
224,BB™,"Do you like Prabowo .. yes i do 
Do you like Sandi .. yes i do 

Do you like Jokowi ... Noooooooo 


#PrabowoSandiIndonesiaJaya",2
225,Bambang Setiadi,No wonder,0
226,"WASDIN S BERUTU, PAKPAK",The best,0
227,Pacific Media Centre,"Jokowi plays it tough, accusing Prabowo of ‘outbursts of lies’ | Asia Pacific Report
Indonesia Andi Awaluddin Fitrah Presiden Joko Widodo Asia New Zealand Foundation Rebecca Inoue https://asiapacificreport.nz/2019/02/05/jokowi-plays-it-tough-accusing-prabowo-of-outbursts-of-lies/ …",0
228,ａｚｋｕｄｏ™,Disuspend pic.twitter.com/A5JraHOQ8x,0
229,Muslim Cyber Army,"''...spreading fear, a firehose of falsehood strategy that was utilized by #Russian political consultants for #Trump. And it is also thought to be used in Indonesia,"" said Jokowi campaign deputy chairperson.

https://coconuts.co/jakarta/news/jokowis-campaign-accuses-prabowo-using-russian-propaganda-like-trump-help-foreign-consultants/ …
@RealDonaldTrump",0
230,"Princess Hanopan  
��
 �",My bestie are Chineese Singaporean love Prabowo @prabowo ,2
231,@Prabowo Presiden,"BISMILLAH
LASKAR KHITTAH 
ARAFAT FOR PRABOWO SANDIAGA 2019-2024 ",2
232,TRENDING TOPIC INDONESIA,@prabowo trending topic ,0
233,BCW,"“Do not accuse other people as being a foreign puppet, while he himself is a foreign puppet”

He NEVER mention prabowo’s name.
Do not put words in his mouth. ",0
234,Wanzul fadli intizam,"Tuding Media, Prabowo Gunakan Strategi 'Firehose of Falsehood'
#SemburanDusta02",0
235,"#2 
�",Tol for sale,0
236,SekintangDayo,"Firehose of falsehood Prabowo, @jokowi waspada",0
237,samsudin,#PrabowoSandiIndonesiaJaya wes wayahe prabowo presiden 2019,2
238,#01IAMJOKOWi, edayyy,0
239,mahardhika derana,"The only i appreciate about prabowo is his photo on instagram feed, made by his team is so good",0
240,Jampang VS gabener VOC,Yummi,0
241,TEMPO.CO,Those who say that perhaps do not understand about macroeconomics: Jokowi.,0
242,Rhoma Ihrama,Strategi Firehose Of Falsehood alias #HoaxByDesing  #Pilpres2019 #Jokowi #Prabowo ,0
243,Q'ky Zoe,"I do not believe at all, because Allah Ta'ala knows who Prabowo Subianto is, if he is a bad person there can't be many supporters, he is the leader of this nation #2019Prabowo7PresidenRI Insya Allah. Aamiin Yaa Rabb",2
244,oktanius lamba (oscar),He.. He.. Welcome America,0
245, �,Prabowo Subi N word,0
246,SiberKlik,"Jokowi Sebut Propaganda Uni Soviet ala Prabowo, Firehose of the falsehood #Firehoseofthefalsehood #jokowi #Kampanye #Pilpres2019 #prabowo #Propaganda http://siberklik.com/jokowi-sebut-propaganda-uni-soviet-ala-prabowo-firehose-of-the-falsehood/ …",0
247,MpuAnon,"Jokowi’s campaign accuses Prabowo of using ‘Russian propaganda’ like Trump with help of foreign consultants

#HoaxPropagandaRusia",0
248,IFAL,"""One of the lies found in unrighteous religions is that they make the Prophet or the pious person as God"".
  
(someone wise)   \m/_ pic.twitter.com/U6xuuWGy3n",0
249,Anita,"VACANCY: 
IT Developer utk mobile apps dan website. Experienced at least 1 tahun. Send CV to: anita.prabowo(at)http://satriogroup.com . Thanks a heap!",0
250,Cebong Pinggiran,Betul pic.twitter.com/ksusR5Q1tt,0
251,#2019GantiPresiden,Twitter netizen memang oke... @PEPESOfficial @ronavioleta @Silvy_riau @nurasiauno @prabowo ,0
252,#2019PrabowoPresidenRI,Rocky Gerung say...,0
253,ST Foreign Desk,Indonesian President Joko Widodo accuses election rival Prabowo Subianto of 'outbursts of lies' http://str.sg/obg7 ,0
254,Kate Lamb,"Russian embassy in Indonesia rejects recent comments by President Jokowi about so-called Prabowo propaganda war, says 'Russian Propaganda' 'not a term based in reality' but cooked up by the US in the 2016 election. ",0
255,The Jakarta Post,"Jokowi plays it tough, accusing Prabowo of ‘outbursts of lies’ #jakpost",0
256,"GLADIATOR_777 
⭐
 ⭐
 ⭐",I am still here ... Baduy Luar before to Baduy Dalam  #BantenMemilihPrabowoSandi,2
257,oktanius lamba (oscar),I'm America,0
258,UrangBanua #2019PS08,"Gasssspoollllll #BantenMemilihPrabowoSandi 
#BantenMemilihPrabowoSandi 
#BantenMemilihPrabowoSandi 
#BantenMemilihPrabowoSandi 
#BantenMemilihPrabowoSandi",2
259,Amahl S. Azwar,Good morning except you pro-Jokowi/Maaruf who mock Didit Prabowo fuck you all,0
260,sootin claimon,"That was awkward—at Jokowi event, senior cleric mistakenly prays for Prabowo https://sootinclaimon.wordpress.com/2019/02/04/that-was-awkward-at-jokowi-event-senior-cleric-mistakenly-prays-for-prabowo/ …",0
261,Yosefardi News,"Prabowo Subianto and his running mate Sandiaga Uno (Prabowo-Sandi) named five people who they’d consider for the position of attorney general if they’re elected
http://yosefardi.com/2019/02/04/prabowo-sandi-their-cabinet-rhetorics/ …",0
262,sootin claimon,"That was awkward—at Jokowi event, senior cleric mistakenly prays for Prabowo https://sootinclaimon.wordpress.com/2019/02/04/that-was-awkward-at-jokowi-event-senior-cleric-mistakenly-prays-for-prabowo/ …",0
263,Ahmad Rizky M. Umar,"Whilst both Jokowi and Prabowo tends to hold inward-looking foreign policy outlook, it doesn't mean that the foreign policy debate will not address substantial issues in regional and global politics. ",0
264,Jules08,"Of course NOT ! We believe in GOD, Allah has   Shown us who Pak Prabowo really is. He is the right person to lead this big country. #2019PrabowoPresidenRI",2
265,JSimorangkir,"Good morning.

Please stop mocking Didit Prabowo with all your LGBT jokes to justify your stand on politic.

I will unfollow whoever keep it on their tweet undoubtedly.",0
266,Tempo English,Prabowo Campaign HQ Occupy Ancient Solo Keraton House http://dlvr.it/Qy6kCy ,0
267,"Bali Promotion Center  
⭐️
 ⭐️
 ❤️
 ⭐️
 ⭐️","Didit Hediprasetyo is a Paris-based Indonesian fashion designer. The only son of Prabowo Subianto & Titiek Soeharto,  He's the 2nd designer after Karl Lagerfeld and the first Asian designer to design the interior & exterior of BMW @BMW Individual Series 7 .",0
268,singa gurun #2019PrabowoPresidenRI,"Good
#2019PrabowoPresidenRI",2
269,IFAL,"""Believers will never make those who disbelieve as a leader, whoever they are"".
  
(someone wise)   \m/_ pic.twitter.com/D1tgklY24O",0
270,hanyur,if yall still wanna vote 02 idk what’s wrong w/ you https://nasional.tempo.co/read/1031425/perusahaan-prabowo-dan-sandiaga-tersangkut-paradise-papers …,0
271,ZamiBz,@fadlizon @sandiuno @FaldoMaldini @prabowo #2019ganti presiden pic.twitter.com/cVNYeVbP33,0
272,"edgy_introvertloner 
�","Seing Jokowi’s offensive today makes me think that he is afraid of losing the election. I read somewhete that Prabowo’s poll may surge past him.  

My take on this. A THREAD",0
273,Luky Pratiwi,See this Instagram photo by @prabowo https://www.instagram.com/p/BtaLLX9gu0p/?utm_source=ig_web_button_share_sheet …,0
274,r/indonesia,Apparently Jokowi's started going on the offensive against Prabowo's rhetorics. Good or bad thing? via /r/indonesia http://bit.ly/2G7iI6u ,0
275,Nadhira,"Wes wayahne prabowo....

#SiapaBilangRezimProRakyat",2
276,bangantony,# no.2 Prabowo the best,2
277,bundar,"prabowo hasnt lead yet mas, lets give him a chance once",2
278,K.R.I.S.T.I.,"If you become president and vice president for 5 years later, just remember this: your role isn't as a boss, but a servant for all people in this country like what your former has done before. @prabowo @sandiuno",0
279,Archbishop of Mikunism,Nice pic.twitter.com/oQP5j93pbp,0
280,Ethan Hunt,"Mr Prabowo and his brother will being Rothschild to indonesia. I prefer zionism than Islamic Shari'a in indonesia. 

Islam seems to rule Indonesia.",0
281,Elank Tak Bersayap,Special for Prabowo Sandi #2019GantiPresiden,2
282,Anak Kolong™|,"T I M E  | 

cc @jokowi ( @prabowo ) @basuki_btp",0
283,programHoaxCulikBunuh,Prabowo was CIA,0
284,Wibu Durjana,"aku cinta prabowo D498B502 :Battle ID
I need backup!
Lvl 100 Twin Elements",2
285,singa gurun #2019PrabowoPresidenRI,"The young men.! 
#DarahMuda  mas @Kunto_Drummer   pic.twitter.com/8CEuZLmptg",0
286,IFAL,"And at the time of gaining pleasure, the believer is also GRATEFUL for he is sure to gain greater and everlasting pleasure in heaven"".
  
(someone wise)  \m/_ pic.twitter.com/xvZETAKMat",0
287,Dewa,"Aseekk.. 
#DarahMuda 
#DarahMuda",0
288,Ain Malik,"Dangdut is the music of my country 
#DarahMuda #DarahMuda",0
289,Martin Prihatin,Prabowo Subianto’s national address “INDONESIA WINS” | OBSERVER https://observerid.com/prabowo-subiantos-national-address-indonesia-wins/ …,0
290,"CHloe meCHanism! 
⚙️","Kasian ada yang kecolongan luar dalam... 

Didalam dapat Doa  #KyaiMaimoenDoakanPrabowo
Diluar para Santri deklarasi dukungan Prabowo Sandi…",2
291,Dwi,"always hope out there 
#milenialpilihprabowo",2
292,jamil syatha,Halal laris manis silakan beli (lokasi Saudi Arabia) ,0
293,"#2019PrabowoPresiden  
��","Didit Hediprasetyo @Prabowo Subianto is the second designer after Karl Lagerfelt and the first Asian designer to design the interior and exterior of BMW Individual series 7 which around the world produced only five units. 

Kualitas didikan ortu bisa dilihat dari prestasi anak ",0
294,"ad'dailami hasyim al gifari 
�",Prabowo  ist  the ,0
295,oktanius lamba (oscar),He.. He.. Ini millenial,0
296,Lolagi,Ashek,0
297,Bangkok Informer,"That was awkward—at Jokowi event, senior cleric mistakenly prays for Prabowo https://bangkokinformer.com/263927/that-was-awkward-at-jokowi-event-senior-cleric-mistakenly-prays-for-prabowo/ …",0
298,yazid alqomari,Amin,0
299,Awang Nomor 2 Menang,"Welcome back..we ready to fight For Indonesia won with the community and @prabowo and @sandiuno 
#2019PrabowoPresidenRI",2
300,puji widodo,"Wellcome back
#2019PrabowoPresidenRI 
#2019PrabowoPresidenRI",2
301,"Princess Hanopan  
��
 �","#Prabowosandi #02fornewindonesia #02prabowosandi 
.
.
.
Dine out on #arabstreetsingapore prabowo sandiuno @ Concorde Hotel Singapore https://www.instagram.com/p/BtY1ePagXNF/?utm_source=ig_twitter_share&igshid=3ooy0hynr35e …",2
302,Nugraha,"If you want to see some fresh faces in 2024, go vote for Jokowi. If Prabowo wins, he absolutely will seek for reelection in 2024 and Jokowi still eligible to nominate himself as the presidential candidate. Males banget kan lo 10 tahun pilihannya itu2 aja?",0
303,SilentKnight,When i see prabowo'son ,0
304,ek lee,"Indonesian Presidential Election 2019 – Old Soldiers Never Die: Retired Officers Behind Jokowi, Prabowo | RSIS https://www.rsis.edu.sg/rsis-publication/rsis/indonesian-presidential-election-2019-old-soldiers-never-die-retired-officers-behind-jokowi-prabowo/#.XFW0g5ptuTF.twitter …",0
305,Syifa09,Pokok ny @prabowo @aniesbaswedan is the best to Indonesia....,2
306,Abdul Ghafur,"https://youtu.be/h9VhMgHeEcg 
subscribe yah",0
307,Jakarta Informer,"That was awkward—at Jokowi event, senior cleric mistakenly prays for Prabowo – Jakarta Post https://jakartainformer.com/277271/that-was-awkward-at-jokowi-event-senior-cleric-mistakenly-prays-for-prabowo-jakarta-post/ … pic.twitter.com/xgllpQ7mDF",0
308,Ethan Hunt,Zionis and rothschild will come to indonesia. Mr Prabowo is the gate for them to come in.,0
309,IFAL,"""Be a forgiving person and tell others to do good, and turn away from the ignorant"".
  
(someone wise)   \m/_ pic.twitter.com/fhOsANFQQq",0
310,attaris.soul,Amin,0
311,Sufi Knight,Amin #kiyaiMaimoenDoakanPrabowo,2
312,PilotGrounded,Number ,0
313,Hermeina#No DM!!!,Prabowo yes,2
314,ahmad junaidi,Its hard without Dom,0
315,Hermeina#No DM!!!,Prabowo yes,2
316,The Jakarta Post,"That was awkward—at Jokowi event, senior cleric mistakenly prays for Prabowo #jakpost",0
317,alanis,"i once said may the best man win this upcoming election, now i just wish prabowo wouldnt win this. peoples really need to come to their senses and stop believing the lies and false accusation prabowo's team are currently spreading.",0
318,IFAL,"""All humans are stupid, except those who remember much about death"".
  
(someone wise)   \m/_ pic.twitter.com/BUeOukuU3t",0
319,dian lover,Hadir,0
320,Mandor Kapitalis,PRABOWO IS THE KEY!,0
321,thaher ali,Rompal #RomiMakelarDoa,0
322,#TolakKacung,Mantabs.. ,0
323,"bianglala 4.O  
✌",You will be done jae ...?,0
324,Deso,Prabowo for presiden  #JalanSehatBersamaPrabowo,2
325,Hermansyah,no caption,0
326,Jakarta Informer,What can tweets reveal about Jokowi and Prabowo? – The Jakarta Post – Jakarta Post https://jakartainformer.com/277199/what-can-tweets-reveal-about-jokowi-and-prabowo-the-jakarta-post-jakarta-post/ … pic.twitter.com/XKpOTxf6zm,0
327," �
 �
 �",Lop yu puuulllll,0
328,James bondet,Wes wayahe prabowo presiden RI,2
329,Suria Ati Kusumah,"#iniBaruPresiden #iniPresidenGue #PresidenGueKeren #DarisonohnyaMemangKeren #DoaTerbaikBuatOrangBaik #KomitmenKonsistenKonsekuen #PengabdianJiwaRaga #SelamatkanNKRI #banggapilihprabowosandi 

⁦@prabowo⁩ Presiden ⁦⁦@ati_Gerindra⁩ ⁦",2
330,AYODYA,Kader coy ,0
331,Yramadhanilee,"#Prabowo-sandi. 
#Is the best",2
332,anti kampret,Ketawain rame rame yuk,0
333,BOWO Psycho KIDNAPPER,No coment,0
334,Oktavianus YP,"Amin.
@prabowo @sandiuno @PriyoBudiS @Dahnilanzar",0
335,FirstPressNG,Prabowo zooms in on economic challenges https://www.newscabal.co.uk/prabowo-zooms-in-on-economic-challenges/ …,0
336,Dhaka,"Your move, @prabowo :). ",0
337,SY_Bwz,"Amin...
#KyaiMaimoenDoakanPrabowo
#JokowiAminkanPrabowoPresiden",2
338," �
Tea Cup 
�","Mare #BaliMemilihPrabowoSandi 
@LastBoy02
@ibnbukhari___ 
@nz72rini
@Fadil38579039 pic.twitter.com/GsunhAoZgu",2
339,oktanius lamba (oscar),"Kata prabowo, president chief of law enforcement ",0
340,SY_Bwz,"Amin...
#JokowiAminkanPrabowoPresiden",2
341,"delan  
�",Horeeeeeeeeeeee,0
342,Azhari Abdullah CA,SONG FOR PRABOWO https://www.facebook.com/100004365219422/posts/1194441867377976/ …,0
343,Muntahal Hadi,Sumenep @Fahrihamzah @fadlizon @ansadad @prabowo ,0
344,ILo Sanre,Let's pray for Mr. Prabowo. Hopely get well soon and as soon as possible get back to stage for giving us entertainment. #GakAdaLuGakSeru,0
345,Dewira Rahmat,"INDONESIAN INFORMATION MINISTER GAVE SPEECHES & SAID: 

“AREN’T THOSE CIVIL SERVANTS WHO SUPPORTING PRABOWO KNEW WHO PAYING THEIR SALARY?”

FOR THOSE STUPID MINISTERS, SLAVES, & ALL GOVERNMENT STAFFS IN WIWI REGIME,... https://www.facebook.com/1428434125/posts/10218296886280062/ …",0
346,attaris.soul,Amin,0
347,sofar ☆ミ ガゼット,From me for indonesian #garuda #2019GantiPresiden #PrabowoSandi @sandiuno @prabowo #Indonesia,2
348,IFAL,"""So many people claim to believe in God, but actually they don't believe. And beware of them"".
  
(someone wise)   \m/_ pic.twitter.com/qbRhCmCjlQ",0
349,cynthia.HP,Don’t forget tonight’s discussion Just click the link http://mixlr.com/adil-makmur-2019/ … to join in @brigadeNkri @haikal_hassan @divapijar72 @prabowo @fadlizon @NataliusPigai2 @zarazettirazr @FaldoMaldini @andryjoyosuyono pic.twitter.com/7IZSUnFhlD,0
350,Arief Anbiya,"A visualization of 150 tweets for each politicians by mr.Sadiq Khan, mr.Trump, mr.Prabowo, and mr.Jokowi. More info: https://www.instagram.com/p/BtWK_gAgMKE/ ",0
351,Bambang Wijaya,"#GakAdaLuGakSeru Pray for you pak ... @prabowo
@WawanPurwandl @JOIN_Bengkulu
@brigde01bklutra",2
352,PPIR_KORCAMBONJER,PPIR,0
353,Raxsha,Amin,0
354,Blekok_02,"Ready..
#KyaiMaimoenDoakanPrabowo",2
355,mr joe,"Wesssss jen, pancen oyeeee
#RakyatSiapGajiPrabowoSandi",2
356,Gus Yan,What in the world are Prabowo thinking?,0
357,O L I V E R,OMG I suppose to be like that too pul haha also add for prabowo and sandiaga,0
358,Kemal,"You need prove hah? Read that articles stupid buzzer use data mouthbreather. Bela junjungan lu terus salah pun dibela tolol. Bye idiot.
https://m.detik.com/news/bbc-world/d-4132789/dokumen-rahasia-as-prabowo-perintahkan-penghilangan-aktivis-1998 …",0
359, �,"Mantap bu.

CNBC Indonesia",0
360,Habanan REA,We hope Prabowo Sandi a landslide victory,2
361,Dimas Permana,Take Beer.,0
362,Loudy Alfathan,Yall I really wanna know why everyone in socmed tries to get involved with politics and use these hashtag when yall dont know anything bout politics Damn whats the joy of knowing where is prabowo jumatan?! ,0
363,Hosea Djauhary Simjt,"About your attitude @AHMADDHANIPRAST  you have supported @prabowo  and @sandiuno  even from behind bars, meaning you are a great man",2
364," �
Tea Cup 
�",Yeah donk #AcehCoblosPrabowoSandi pic.twitter.com/gDMfmcCbYU,2
