,Username,Tweet,Kelas
220,Roy Lanek,"https://en.tempo.co/read/1172426/jokowi-not-accusing-russia-of-meddling-in-politics-golkar … And here they go the Indonesian Stepan Bandera and ISIS buddies, increasingly delusional as their electability which was POOR initially already goes from bad to worse: fake news!, hoaxes!, smearing!, projection!, upturning! all of which they can do. %",0
221,j bachtiar sihaloho,Mantaff,0
222,nGa_er3ct_aN,"Amin... 
#jelasislamnya",0
223,Sambudi,Amin!!!!,0
224,Tempo English,Political Shamble Sees Jokowi`s Team Link Prabowo to Rob Allyn http://dlvr.it/QyHMPk ,0
225,Lestiyani Sanjaya,"@ShidiqAlBantuly @FSUHERMAN1 @IvelineDB @Haifa0man @RamliRizal @cheche605 @poney_doo @awemany @rockygerung @Dody_Lukas___ @AnkerGear @MichelaniaAdam @intelimoet @PresJokowiDodo @Ferdinand_Haean @hanumrais @saididu @muttle9 
crtsy @finallyvalen  pic.twitt",0
226,heni mardianto,amin..,0
227,Fajar Bersinar,Amin,0
228,Albert Cahyadi,Jokowi accuses Prabowo camp of enlisting foreign propaganda help - The Jakarta Post - Jakarta Post http://dlvr.it/QyHJcG ,0
229,Sekarrr,Always support you pak jokowi #01kuninganjuara,1
230,Fazrul Bahri,"Story of Jan Ethes #brigade01Kalsel #joinKalsel
@jokowi 
@Relawan_JOIN 
@Kiyai_MarufAmin 
@JOINKalsel",1
231,sammyunyuk,My real Presiden ,1
232,Ricky Dimas,"Indeed, Who cares with horse lovers wkwk",0
233,#2019PilihJokowi,"Ya Alloh... Ya rob'bii...
Lindungilah lelaki ini.

Ya Alloh yang MAHA ADIL..…",0
234,Mr. Fahrenheit,Cakep ,0
235,Reni Marthalena,Jokowi accuses Prabowo camp of enlisting foreign propaganda help - The Jakarta Post - Jakarta Post http://dlvr.it/QyHJfs ,0
236,Haron bin mohamed taib,Jokowi inform Putin about what I ndonesia is to royal Haron bin Mohamed Taib..,0
237,Rachland Nashidik,"He knows no FEAR. 
He knows no DANGER. 
He knows NOTHING. 

-- Johnny English --",0
238,Agus_RA,You know.. when you see me... i like it,0
239,Ismail Ashat,"#OrangBaikDukungJokowi
because choosing a leader must use reason and heart

@jokowi @cakimiNOW @DPP_PKB",1
240,Abang,"Jokowi, Tokoh yang Paling Banyak Muncul di Konten Hoaks http://dlvr.it/QyDmRJ ",0
241,#NoWaste,"Ini kabar buruk! Temuan Brigade Evakuasi Popok (BEP) ECOTON, 1 JUTA popok sekali pakai (POSPAK) dibuang ke sungai tiap hari yg berdampak pd ekosistem sungai & ikan-ikan.…",0
242,Samantha Zhang,Indonesia’s economic growth beats forecasts to reach 5.18% https://bloom.bg/2DVjfpu  ,0
243,Arif Fuad Hassan,betul,0
244,Praz,"Mak'e for @jokowi 
#OrangBaikDukungJokowi",1
245,Nata,Please answer Mr @VladimirPutin24 .Thank you,0
246,Free West Papua,#Indonesia's military in occupied #WestPapua are under the command of President Jokowi. pic.twitter.com/VlVGE9WndC,0
247,MedcomID,Jokowi Committed to Continue His Infrastructure Push https://medcom.id/s/yKXQWo9N ,0
248,Jambi Link,"Firehose of Falsehood Prabowo, Jokowi Waspada! http://jambilink.com/2019/02/06/firehose-of-falsehood-prabowo-jokowi-waspada/ …",0
249,Tempo English,Erick Thohir says Jokowi`s Aggressive Campaign is Calculated http://dlvr.it/QyGz1c ,0
250,UCI SANUSI,"Jokowi terbaik the best of my life.
#JKWMerahPutih #2019PilihJokowi #01IndonesiaMaju #OrangBaikDukungJokowi",1
251,#2019GantiPresiden ah, waduh... superman is dead donk,0
252,dickykusnadi,Hahaha @AndiArief__ is bad guy...also stupid guy,0
253,Lily G Nababan,Whattt??? @jokowi @sandiuno,0
254,Ara Permana Putra,"Firehose of Falsehood Prabowo, Jokowi Waspada! http://jambilink.com/2019/02/06/firehose-of-falsehood-prabowo-jokowi-waspada/ … pic.twitter.com/6qTxW9N3BT",0
255,AYODYA,Clear JKW HOAX !,0
256,herianto3233@gmail.com,Amin.,0
257,#2019GantiPresiden ah,"Greenberg has served as pollster and political strategist to: President Clinton, President Nelson Mandela, Vice President Al Gore, Prime Minister Tony Blair, U.S. Senator John Kerry, German Chancellor Gerhard Shroder, Joko Widodo, President of Indonesia..

…",0
258,uno poetra,oh no ...... !!!!,0
259,Ciputat#1 Sari H,https://pilpres.tempo.co/read/1172571/malam-ini-alumni-pangudi-luhur-deklarasi-dukung-jokowi/full?view=ok … yes PL,0
260,IndoClubbersTV,"Fck yeahh !! 
.
.
#party #dugem #Pilpres2019 #Jokowi #clubbing #politik #Prabowo",0
261, �,No 19 g muncul oom d trit sy....,0
262,Max Walden,"Unlike w/ Palestinians & Rohingya, Indonesia has been quiet on the China's persecution of Uighur Muslims. Ahead of #Pilpres2019 it has become a rallying cry for opponents of Jokowi. But a Prabowo win would likely not change anything. Me for @ForeignPolicy",0
263,Nyoman Senti,T. O. P proud of you Mr. President @jokowi ,1
264,Tempo English,Jokowi Clarifies the Meaning of His `Russian Propaganda` Comment http://dlvr.it/QyGgVR ,0
265,"Freeman  
��","LAWAN #KORUPTOR 

#jokowi01 
#jokowi_amin 
#INDONESIA ",1
266,SIAPAPUN JIKA NO QUALIFIED Wajib DIGANTI,EMBER....,0
267,STOP HOAX,khem,0
268,Arief assampiti,"Hehehe..
Blunder dewek...
Think first jae",0
269,Fatih Aini Oktari,"Head to head nih 

#eraJokowi #eraSBY #presiden #hutàngRI #pilpres #Jokowi #Prabowo #01IndonesiaMaju",0
270,Prof. Yusuf L. Henuk,"Yth. Pak Putin
Jangan karena satu orang lalu Indonesia dianggap bodoh semua.
 
Jangan lho Pak.…",0
271,Ach Baihaqi,No 2yess,0
272,Jamila,"Dewan Pakar PKPI, Teddy Gusnaidi menilai, @Prabowo akan kesulitan untuk menguasai tema debat kedua yang akan diadakan pada 17 Februari 2019 nanti. Ia pun memprediksi Ketum Gerindra itu akan menyerang Jokowi, tapi di luar substansi tema.
…",0
273,#Angelus061218#,The brave man,0
274,Neng Tayo,"@Jokowi masuk dalam sorotan buku The Muslim 500: The World's 500 Most Influential Muslims 2019.
#OrangBaikDukungJokowi",1
275," �
boi",Asked me which one im gonna vote jokowi or prabowo it's like choosing between sicko mode or mo bamba,0
276,AndiniPutri,Love you full Presiden Jokowi #Jokowi2Periode #Jokowi2Periode #jokowi2periode #2019tetapjokowi,1
277,aku cinta Indonesia,biography of prominent figures: biography Jokowi president of Indonesia https://worlddfigures.blogspot.com/2018/12/biography-jokowi-president-of-indonesia.html?spref=tw …,0
278,West Papua Zone,"The Teluk Wondama Regency Government, West Papua, is trying to restore the flood affected area that took place on Saturday (2/2)
.
.
http://www.freewestpapua1.com/2019/02/05/wondama-district-government-recovered-the-location-of-the-flood …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
279,West Papua Zone,"Hundreds of Christians in Teluk Wondama Regency gathered in the Wasior city park to celebrate the anniversary of the Gospel Message in West Papua

http://www.freewestpapua1.com/2019/02/05/hundreds-of-wondama-christians-celebrate-the-gospel-message …
#wayag #ocean #bluesky #amazing #landscape #jokowi #papua #westpapua #wonderfulindonesia #freewestpapua",0
280,West Papua Zone,"A total of 31 leatherback turtles known as giant turtles, the world explorers, landed and laid eggs in Yenbekaki village, Raja Ampat Regency throughout 2018

http://www.freewestpapua1.com/2019/02/05/31-giant-turtles-lay-eggs-in-raja-ampat-west-papua …
#wayag #ocean #bluesky #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
281,Save West Papua,"The Raja Ampat Regency Government, West Papua, needs to socialize the Regional Regulations on the Prohibition of Catching Sharks to the community continuously
.
.
http://www.freewestpapua1.com/2019/02/05/sharks-contribute-to-the-survival-of-raja-ampat-tourism …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #freewestpapua",0
282,No fear,Anda kenal robb allyn @AkunTofa ??,0
283,indri,"Please your attention to the authoritarian regime of Joko Widodo who aggressively arrested and imprisoned opposition activists using criminal hoaks as packaging

More than 70 activists have been imprisoned by the Jokowi regime by violating human rights
@humanrights 
@BarackObama",0
284,Nana,"Msh ingat Greenberg pak @jokowi ?

Greenberg has served as pollster and political strategist to: Clinton, Nelson Mandela, Al Gore, Tony Blair, John Kerry, Gerhard Shroder, Joko Widodo, President of Indonesia...",0
285,@rezaer,"Neo Terorism by Bank and Culprits with sistemic crime act that endorsed by goverment, based on true story
https://mafianotaris.blogspot.com/p/rampok-sistemik.html …",0
286,Ghost Security,"Kami menggarisbawahi bahwa posisi prinsipil Rusia adalah tidak campur tangan pada urusan dalam negeri dan proses-proses elektoral di negara-negara asing, termasuk Indonesia yang merupakan sahabat dekat dan mitra penting kami.",0
287,Panglima Silihwangi,"Yang offset congor ente zal ,",0
288,Muhammad Rohim,"The #Rohingya #Refugees Indonesia await for 8 or 9 years, for saferty life, but still remained as dreams, for identities of Indonesia.
@jokowi @Menlu_RI @pemko_medan @humas_pemko @mir_sidiquee @Rohingyacomm @nslwin @tunkhin80 

We want the #Indonesian #citizens please?",0
289,Gombal,"Firehose of Falsehood Prabowo, ⁦@jokowi⁩ Waspada!

#02ProAsing",1
290,JPapilaya,"Next president 2019-2024
#JokowiOrangBaik #JokowiOppa #JokowiLagi #bogor #Jokowi #01IndonesiaMaju #2019JokowiMaruf",1
291,FERDINAND HUTAHAEAN,"Russian embassy in Indonesia rejects recent comments by President Jokowi about so-called Prabowo propaganda war, says 'Russian Propaganda' 'not a term based in reality' but cooked up by the US in the 2016 election. https://www.cnnindonesia.com/internasional/20190204114257-106-366232/kedubes-buka-suara-soal-pernyataan-propaganda-rusia-jokowi …",0
292,agnes aj2,"Jk for jokowi my presiden

#viral
#indonesia 
#01IndonesiaMaju",1
293,gggggg,"Yeah,I believe that he doesn't mean any harm to our relationship with Russia. He should've known better although he is not entirely wrong",0
294,gggggg,"It's called ""Russian"" because it has been widely used by officials from the state. @jokowi was merely referring to the method and not the state in particular ",0
295,Kokowi 2019,"Jokowi dan Xi Jinping ngopi-ngopi sore di Bogor

Jokowi : “In Indonesia, we have election every five years.”

Xi : “That’s too bad, In China we have election evly molning.”

#jokelawas",0
296,#AhsanFurqanIbrahim,"In fact, Prabowo was known to have used aku very prominent American Polical Consultant in his 2014 Campaign against Jokowi, a mana named Rob Allah who had worked for George W Bush. Bush and Mexico's Vicente Fox, among others. #HoaxPropagandaRusia",0
297,Jamila,"Twitter, please do your magic 
Cc @kisbet_ @pinotski @kisbet_ @Elina_Vay @FunJunkies @Takviri @DiajengLrst @GunRomli @habibthink @jokowi @kaesangp @Chilli_Pari",0
298,#AhsanFurqanIbrahim,"First, If Pak Jokowi is talking (about that) then it is definitely based on high Precision data. Valid information. Second, Indeed their strategy is spreading fear, a FIREHOSE OF FALSHOOD Strategy that was Utilized by Russian Polical Consultans for Trump. Used in Indonesia ",0
299,#AhsanFurqanIbrahim,JOKOWI'S CAMPAIGN ACCUSES PRABOWO OF USING 'RUSSIAN PROPAGANDA' LIKE TRUMP WITH HELP OF FOREIGN CONSULTANTS ,0
300,Callmebaby,"Jozz lah

#AngpaoGuaMana",0
301,Sontoloyo Dungu,"Approaching the April 2019 election, more fraud was committed by the incumbent team (Joko widodo - Maruf Amin) and more and more victims of Jokowi's authoritarian regime

What is your response @BarackObama @BillClinton ?

The Indonesian people ask for your responsibility",0
302,Mas BagoeS,Top pake banget @Jokowi,1
303,Tempo English,Jokowi Not Accusing Russia of Meddling in Politics: Golkar http://dlvr.it/QyCWMf ,0
304,Kucing Galak,"MEOWWW !!!
#KoalisiPrabohong #IndonesiaYangBersyukur 
#Jokowi #Prabowo #JKWMerahPutih #01IndonesiaMaju",0
305,Syahar Samiun,"""Wishing you happiness during the holidays and throughout the New Year.""

#AngpaoGuaMana ehem..
@jokowi
@kangdede78
@WawanPurwandl",0
306,#KataNalar,"Firehose of falsehood has its
rebound victory...political suicide. A backfire of 
#HoaxPropagandaRusia right at your backyard, Mr. Jokowi. Congratulations... ",0
307,sigit,SaluT.@jokowi ,1
308,Etgar Kurniawan,"Line Art @jokowi
CorelDraw X8 ",0
309,Cuifen Chow,"#GongXiFaCai

Thanks @jokowi ",0
310,uno poetra,CAWAPRES MILENIAL 02,2
311,Cebong Nakal,Yess amin...,0
312,Tempo English,Jokowi Signs President`s Rule on Gas Network http://dlvr.it/QyC0z5 ,0
313,Dolan Wong,Happy Chinesse New Year,0
314,Roberto Vincentius Julianto,Amin,0
315,EG - AE,Fire reveal #Imlek 2019,0
316,New Naratif,"This week in Southeast Asia: a politician suggests Indonesians vote Jokowi if they drive on toll roads, a staggeringly horrific data leak in Singapore, unhappiness over a palm oil report in Peninsular Malaysia and confusion over who's ""native"" to Sabah.  
http://zpr.io/gpWN7 ",0
317,Tubagus Bayu,Nice se bapa,0
318,Haryadi Zheng,"Another #reminder from #Guru @Anand_Krishna_ on this day. May Pak @Jokowi and Pak @Prabowo get inspiration from this #quote on #CNY2019

#AnandKrishnaDharma #InnerJourney #AnandKrishna #Dharma #Sharing #GongXiFaCai #Service
#Ubud #AnandAshram #Tuesday",0
319,Yustinalidia70@yahoo.Com,"Jokowi be a rock for real president Indonesia, thanks Gus Dur my real Hero, gbu",1
320,Kabarterbaru.co,Jokowi Seeks Investors for Indonesia’s Airports to Curb Deficit https://kabarterbaru.co/news/politics/jokowi-seeks-investors-for-indonesias-airports-to-curb-deficit/ …,0
321,EdwardR,"Happy Chinese NewYear every one who Celebrated @agnezmo 
@jokowi #AgnezMo #SocialStarAward #iHeartAwards",0
322,Driver Odong Odong,My President,0
323,Jakarta Informer,Jokowi accuses Prabowo camp of enlisting foreign propaganda help – The Jakarta Post – Jakarta Post https://jakartainformer.com/277790/jokowi-accuses-prabowo-camp-of-enlisting-foreign-propaganda-help-the-jakarta-post-jakarta-post/ … pic.twitter.com/Ps0a7U2Tf8,0
324,#2019#Prabowo sandi Indonesia menang,Tang ting tong deerrr,0
325,W i r a,"And Mr. Prabowo is an extreme Right-wing that loves Capitalism (Take a look at him and his brother).
So the phrase ""Indonesia Adil Makmur"" is only for him, Sandi, and their family. 
Thou Jokowi is a businessman too, i think hes not that ""bad"".",0
326,localhost,"I want to ask you, @jokowi @tempodotco @kemkominfo who is actually using Russian propaganda when campaigning via #Twitter? 
#HoaxPropagandaRusia 
#JalaninDuluAja 
*End of thread*",0
327,"NYAI 
❤️
2 #2019PrabowoPresident08 
��",Our President pic.twitter.com/v4rykzpod1,0
328,Yunus Indrawan,"Happy chinese years
Gong Xi Fa Cai 2570
#merahsubur
@MahesaTiwi
@MasCEPUK
@DPC_PDIPkabB9R
@KehidupanTaubat
@PartaiPDIP
@BantenSantri
@milenialis
@nahdlatululama
@msoekarnoputri
@jokowi
@PartaiPDIP
@pdip_kabbekasi
@KerjaDuaPeriode
@mariaputri89
@pdi_bandung",0
329,D.T. Djani,Mercenaries must be held fully accountable for all their activities. Capacity-building for states in law enforcement and judiciary are keys. Effective prosecution will deter mercenary activities. @jokowi @Kemlu_RI @Menlu_RI #inidiplomasi #indonesiaUNSC #indonesiaDKPBB,0
330,BB™,"Do you like Prabowo .. yes i do 
Do you like Sandi .. yes i do 

Do you like Jokowi ... Noooooooo 


#PrabowoSandiIndonesiaJaya",2
331,ArenaZee,"The whole world know that my future is leads by @jokowi 

#JalaninDuluAja",1
332,ArenaZee,"Sorry guys, my choice is always @jokowi 

#JalaninDuluAja",1
333,herlanipratiwi,"Everyone Indonesia Know you sir @jokowi , You never walk Alone

 #JalaninDuluAja",1
334,#KataNalar,"Congratulations Pak @jokowi, your false statement and alleged black campaign accusation went abroad and viral. The #PropagandaRusia issue toward Indonesia presidential election in April 2019 is really bad for foreign diplomacy. 
Cc @RusEmbJakarta",0
335,indria salim,"I need U more. We need U more. Indonesia need U One more term. 01 - Jokowi, the President now and will be. #JalaninDuluAja",1
336,AllSeeingEye,Hey @ScottMorrisonMP have you called @jokowi For his donation Yet ? Why Not ? #Auspol,0
337,RM Minke,"Unforced error of @jokowi Mr Williams Runturambi 

cc @w_runturambi",0
338," �
 ❣
F꙯A꙯ 
❣
 �","My President is not a foreign stooge !!

My President is not timid !!

Dare to feiht anything for the people of the nation and country.

@jokowi fair, humane, civilized
#01JokowiLagi 
#01IndonesiaMaju 

*Dont break this nation !!*
#mulaiduluaja dari kita.
#JatengMenangkanJokowi",1
339,Haiva Nurul W,"Yuk be better person than before.
#JalaninDuluAja #01JokowiLagi #01JokowiAmin @KHMarufAmin_ @jokowi ",1
340,PERSIDEN THE CUX & THE HOAX,Betul!!!,0
341,SeiyuSaveMe,@jokowi sir i don't know you really good at this game ,0
342,SekintangDayo,"Firehose of falsehood Prabowo, @jokowi waspada",0
343,Yasmin Jamaluddin,"Presiden Jokowi atau capres No. Urut 01 disambut meriah dan kembali mendapat dukungan dari alumni perguruan tinggi Koalisi Alumni Diponegoro. Acara deklarasi dukungan utk Jokowi di laksanakan di Gedung PPI,…",0
