,Username,Tweet,Kelas,,
118,Maudy Asmara,"MasyaAllah...

Lagi.. cawapres Pak @sandiuno
selain mendapat sumbangan berupa uang, ternyata juga dapat tali asih bambu dampit bercabang dua. Mantul!

Alhadulillah Semoga bersama
#PrabowoSandiIndonesiaJaya",2,,
119,tvOneNews,"Tanggapan Sandiaga Uno soal Debat Capres - Cawapres beberapa waktu lalu.
Tonton selengkapnya E-Talkshow di tvOne connect, android http://bit.ly/2EMxVdm  & ios https://apple.co/2CPK6U3 . 
#EtalkshowtvOne pic.twitter.com/ShZ0E25UAp",0,,
120,BiLLY KHAERUDIN,Faldo keren strateginya. Mirip Mas Sandiaga Uno. Sekelas Faldo ga mungkin ga kenal Addie MS. Gak mungkin ga tahu potosop. Tapi liat hasilnya. Twit dia dibicarakan saktaimlain. Yg komentarin selebtiwit hingga doktor palugada. Faldo ada dalam top of mind pemilih di dapil taimlain,0,,
121,#2019PrabowoPresidenRI,"Kunjungi Ahmad Dhani, Cawapres Sandiaga Uno Berkomitmen Cabut Pasal-pasal Karet UU ITE, Jangan Gunakan Hukum untuk Pukul Lawan https://bit.ly/2MK7rt9 ",0,,
122,Ayu Putri Rianti,"Jenguk Ahmad Dhani, Sandiaga Uno Janji Revisi Undang-undang ITE https://www.abadikini.com/2019/01/31/jenguk-ahmad-dhani-sandiaga-uno-janji-revisi-undang-undang-ite/ …",0,,
123,#KataNalar,"#MilenialPilihPrabowoSandi
Sandiaga Uno Pengusaha Favorit Milenial
#IndonesiaMenang ",2,,
124,#2019PrabowoPresidenRI,"jainudin cuma bisa ngibul / php 
bang sandiaga uno kasih kenyataan
#NTBPilihPrabowoSandi",2,,
125,Negri Tanpa Presiden,"Nih...

@ndoro__Putri @RajaPurwa @Ndon08Back

https://news.detik.com/berita/d-4406941/tepis-sandiwara-uno-ii-ilyas-ungkap-penyebab-lumpur-hanya-di-badan-depan …

Sosok pria dengan lumpur yang hanya ada di badan bagian depan saat bertemu dengan cawapres Sandiaga Uno memicu kontroversi. Pria itu kini angkat bicara.",0,,
126,netizen now,Prabowo-Sandiaga Uno Siapkan Materi Debat Babak Kedua ,0,,
127,Agustin Teras Narang,Sandiaga Uno Sapa Warga Palangka Raya http://dlvr.it/Qy7FgQ ,0,,
128,Yadinoe,"Mas sandiaga uno 
Sweaternya bagus bagi satu dong..
Boleh ya please pic.twitter.com/juU9HGMir8",0,,
129,yusufpase,Sandiaga uno dilhokseunawe ,0,,
130,Galuh Pakuan,Sandiaga Uno sebelum mengenal Politik !! ,0,,
131,Ria Otoluwa,Harus bnyak Belajar dari Babang Tampan Sandiaga Uno  ,0,,
132,Coffee°Guy,"#FotoProfilBaru

Biar di kira bang Sandiaga Uno kkkkkk ",0,,
133,Liputan Digital,Pengemudi Truk Ikan Keluhkan Tingginya Biaya Tol Kepada Sandiaga Uno pic.twitter.com/PtRWAKKgUR,0,,
134,EKO BUDI ARIYANTO,I liked a @YouTube video http://youtu.be/WRNmbYyLThI?a  Sandiaga Uno Sampe Demak,0,,
135,Liputan Faktual,Prabowo-Sandiaga Uno Terima Masukan dari Kwik Kian Gie Dan Sejumlah Pakar Ekonomi pic.twitter.com/4GZtWCR1FF,0,,
136,Neng Mila,"Gunung Rinjani mrpkan salah satu Detinasi Wisata yg paling di senangi oleh para pencinta Pendaki gunung baik dari dalam negri maupun manca negara, Gunung Rinjani terletak di pulau Lombok bagian Utara dgn ketinggian…",0,,
137,Edo,"Kehadiran Sandiaga Uno di Pati dan Wonogiri disambut Salam METAL dan teriakan JOKOWI
hahaha...  Sudahlah bos Jangan kau masuki kandang BANTENG itu,  itu sungguh berat bagimu biar @jokowi saja",1,,
138,Satya Jogja ( ꦱꦠꦾꦥ꦳ꦶꦠꦿꦶ ),"Sandiaga Uno sebut tempe setipis ATM seiring dengan menguatnya Dollar AS
Faktanya, tidak ada tempe setipis ATM #HobiKokFitnah",0,,
139,IRFAN,"Penyambutan Sandiaga Uno di Tamalate Makasar Sulawwsi Selatan
#SulselPilihPrabowoSandi 
#SulselPilihPrabowoSandi",2,,
140,"Sumarjati Arjoso, SKM.","SAFARI SANDI KE PATI

Hari ini, Rabu (30/1), cawapres Sandiaga Uno melakukan safari ke kabupaten Pati, salah satu dapil saya. Saya jadi ingat peristiwa beberapa tahun lalu, saat hajatan pilkada Gubernur DKI 2017. Insya Allah Prabowo-Sandi menang. ",2,,
141,Mahmudin,"Sandiaga uno Gak berani buka kaca mobil di wil juwana pati

#01JokowiLagi #Salam1Jempol",1,,
142,The_Maverick #Generasi Revolusi Indonesia 5.0,"See Interest over time on Google Trends for Sri Mulyani, Sandiaga Uno - Indonesia, Past 12 months - ",0,,
143,TEMPO.CO,"This is people’s election, not for the regional head: Sandiaga Uno.",0,,
144,Tempo English,Sandiaga Uno Slams Regional Heads Declaring Support for Jokowi http://dlvr.it/Qxcywg ,0,,
145,Ayu Basuki #2019PrabowoPresidenRI,"Yess..

#PapuaMemilihPrabowoSandi
#PapuaMemilihPrabowoSandi",2,,
146,Ian Prabu,Janji palsu dan sandiwara klasik dari Sandiaga Uno ,0,,
147,Ian Prabu,Ternyata Sandiaga Uno didukung oleh Simpatiasan  HTI ,0,,
148,risal scand,Sulawesi tenggara. Kendari #sandiagauno ,0,,
149,Gagal Move On,Politik Lari Sandiaga Uno Untuk Indonesia ,0,,
150,Revan Anggara,"Kasihan Pria ini, dijanji leh Sandiaga Uno sampai-sampai rela mandi lumpur demi menagih janji sandiaga yang tak kunjung ditepati. #KoalisiPrabohong",0,,
151,Liputan Faktual,Akar Rumput PPP Tetap Dukung Prabowo-Sandiaga Uno pic.twitter.com/0B668xzkVL,0,,
152,Ian Prabu,Sandiwara politik dari Sandiaga Uno ,0,,
153,SCTV,"Cawapres Sandiaga Uno mengunjungi tempat pelelangan ikan di Pelabuhan Tasikagung, Rembang, Jawa Tengah. Sandi mendapat sambutan antusias dari kalangan nelayan dan petani garam. #Liputan6SCTV pic.twitter.com/WJ3Jcf53Uq",0,,
154,Priyo Budi Santoso,"Wakil Ketua Badan Pemenangan Nasional (BPN) Prabowo Subianto-Sandiaga Uno, Priyo Budi Santoso, menegaskan: Kami Punya Survei yang Bikin Gembira, Ada Angin Perubahan ",0,,
155,"Ikwan pergi ke Mekah  
�","Penolakan terhadap Sandiaga Uno semakin masif di mana mana, rakyat sudah muak sandiwaranya !!

#JokowiAminLebihBaik",1,,
156,#MasyarakatWARAS,Breaking News!!! Bpk @Pak_JK Resmi Bergabung dan Mendukung Bpk Prabowo dan Bpk Sandiaga Uno pd Jam 16.00  ,0,,
157,monitorKini,Sandiaga Uno Sapa Masyarakat Di Pasar Bung Karno Wonogiri pic.twitter.com/8uhfHmn8yJ,0,,
158,#2019PrabowoPresidenRI,"Calon Wakil Presiden RI Sandiaga Uno Bertemu dan Berdialog dengan Nelayan Pantura di TPI Juwana 2, Jawa Tengah. (Rabu, 30/1) #SulselPilihPrabowoSandi",2,,
159,paz boedoet 106,Kedatangan Sandiaga uno kmrn mlm ke kab Pati Jawa Tengah kemudian Siang ini tdi kunjungan menuju TPI bajomulyo juwana Pati d Sambut meriah ,0,,
160,Nessa NKRI,"Guntur Romli ""Sandiaga Uno Telah Menyewa Aktris untuk  Berakting Menangis Meminta Foto Bersama Saat Kunjungan ke Daerah"" ",0,,
161,Yosefardi News,"Compared to Prabowo Subianto, Sandiaga Uno has been the more active one in the presidential campaign trail
http://yosefardi.com/2019/01/29/sandis-political-ambition/ …",0,,
162," ��
 ��
 0️⃣
 2️⃣
 ✌�
 ��","Indonesia utk Prabowo & Sandiaga Uno 

Wis Wayahe 
#AnakMudaPilihPrabowoSandi",2,,
163,GELORA NEWS,"Ahmad Dhani Dipenjara, Sandiaga Uno: Jangan Hukum Digunakan untuk Memukul Lawan
#AhmadDaniKorbanRezim",0,,
164,Polling Indonesia,"Warganet ramai buat tagar #SaveAhmadDhani 

Menurut @Fahrihamzah Penahanan langsung @AHMADDHANIPRAST hari ini akan membuat elektabilitas Petahana turun sampai 5%

Polling yuk, di Pilpres 2019 pilih siapa ?

01. Jokowi - Ma'ruf Amin ( Like )
02. Prabowo - Sandiaga Uno ( Retweet )",0,,
165,Menuju #ADILMAKMUR #INDONESIAMENANG,"VIRAL , Anak Raja Papua Dukung Prabowo-Sandiaga Uno Di Pilpres 2019

#PapuaMemilihPrabowoSandi 
#PapuaMemilihPrabowoSandi 
#PapuaMemilihPrabowoSandi",2,,
166,Ihsan,"SAMBUTAN ANTUSIAS..
CAWAPRES SANDIAGA UNO KUNJUNGI KOTA WALI DEMAK, JAWA TENGAH.
RABU, 30 JANUARI 2019.

#2019PrabowoSandiMenang
#AdilMakmur",2,,
167,"#2019PrabowoPresidenRI  
�",Korban gempa Lombok tetap semangat menyambut kunjungan bang Sandiaga Uno...  #NTBPilihPrabowoSandi,2,,
168,kolomutama,"Tim Sukses Prabowo-Sandiaga Uno Himpun Saran Dari Para Ahli, Terutama Jusuf Kalla ",0,,
169,kolomutama,"Timses Prabowo-Sandiaga Uno : Tahun 2017, Cicilan Utang Kita 500 Triliun Setahun ",0,,
170,kolomutama,Tim Sukses Prabowo-Sandiaga Uno Usulkan Debat Berkonsep “Free Fight” ,0,,
171,netizen now,"Sejak Debat Pertama, Prabowo-Sandiaga Uno Tidak Pernah Buka Contekan ",0,,
172,netizen now,Prabowo-Sandiaga Uno Difitnah Dengan Tuduhan Sewa Konsultan Asing ,0,,
173,netizen now,Prabowo-Sandiaga Uno Tidak Akan Sia-Siakan Petambak Garam Pulau Madura ,0,,
174,Pojok Press,Timses Prabowo-Sandiaga Uno : 32 Kepala Daerah Tertangkap Tangan Oleh KPK ,0,,
175,#2019PrabowoPresidenRI,"Antusiasme  Warga  kabupaten Pati Saat menyambut ataupun Melepas Kunjungan Calon Wakil Presiden RI Sandiaga Uno g ke Pasar Juwana Baru, Growong Lor, Kabupaten Pati, Jawa Tengah. (Rabu, 30/1) #SulselPilihPrabowoSandi",2,,
176,#2019PrabowoPresidenRI,"Kampanye di Jateng, Sandiaga Uno Diteriaki Kata-kata Tak Pantas L*NT* dari Pendukung Sebelah https://bit.ly/2S2v32g ",0,,
177,#2019PrabowoPresidenRI,"Calon Wakil Presiden RI Sandiaga Uno Menghadiri Ekonomi Kerakyatan Bersama Nasabah BMT Yaumi Mas di BMT Yaumi Mas, Jalan Kyai H.Ahmad Dahlan No.23, Pati Wetan, Pati, Jawa Tengah. (Rabu, 30/1) 
#SulselPilihPrabowoSandi",2,,
178,Firza Husain,"Sandiaga Uno mau membangun infrastruktur tanpa utang, tanpa membebani anggaran, tanpa menaikkan pajak, tanpa menghapus subsidi, dikiranya uang tinggal cetak kali yah sob ? ",0,,
179,Latif,Temen gua begron chat watsap nya sandiaga uno. Gangerti,0,,
180,Wahyu Manitis,"Sandi Efek bikin Baper!!! PDIP Minta ijin ikut kawal kedatangan Sandiaga Uno di #Wonogiri #jateng Semakin jelas kekawatiran PDIP yang kekuatannya semakin melemah!!!
Jangan Sebut Lagi Jateng Kandang Banteng.
#MilenialPilihPrabowoSandi
#2019PrabowoPresidenRI
https://youtu.be/rWsPuaoikH8 ",2,,
181,Nova,"Mantep nih Bang Sandiaga Uno Lari Pagi dari Hotel Azana Green Resort dan Senam Bersama Emak Emak di Lapangan Barat Masjid Al Amin Dusun Mudal, Gebangharjo, Pracimantoro Wonogiri, Jawa Tengah. (Selasa, 29/1) @prabowo  @sandiuno   #MalukuPilihPrabowoSandi",2,,
182,deddy yevri sitorus,"Luar biasa sambutan rakyat untu Sandiaga Uno di Wonogiri ini...PETJAH!!

#sandiwarauno",2,,
183,IG: Nong Andah Darol Mahmada,Warga berteriak histeris menyambut secara gegap gempita cawapres sandiwara eh sandiaga uno di eromoko wonogiri.. ,0,,
184,Vox Jax,"Ini tulisan gua gimana ""kejahatan digital berbasis brifieng group WA ala berudu online"" ketika Sandiaga Uno masih jadi Wagub DKI Jakarta.

Modelnya begitu, framing berjamaah, melipir teratur. Baca aje: ",0,,
185,Menuju #ADILMAKMUR #INDONESIAMENANG,"Relawan Prabowo- Sandiaga Uno PAPUA

#PapuaMemilihPrabowoSandi 
#PapuaMemilihPrabowoSandi",2,,
186,pilpres,Berita terbaru (Sandiaga Uno ajak masyarakat lakukan jihad ekonomi) telah ada di http://PILPRES.id  - https://pilpres.id/info/sandiaga-uno-ajak-masyarakat-lakukan-jihad-ekonomi.html … pic.twitter.com/89FXDwCcZg,0,,
187,#PrabowoSandi,Keluhan Aci dan Dahlia Pedagang Ayam di Pasar Segiri Samarinda Pada Sandiaga Uno #IndonesiaMenang https://www.2019gantipresiden.org/2019/01/keluhan-aci-dan-dahlia-pedagang-ayam-di.html …,0,,
188,17AprilPrabowoPresidenRI,"Sandiaga uno di TPI Tasikagung Rembang, Jawa Tengah.
Bertemu dengan para nelayan dan petani garam @sandiuno",0,,
189,Ihsan,"Ini baru partai yg pro rakyat....
Motor itu kendaraan rakyat.bukan konglomrat.
Belum ada PARTAI YG PUNYA KOMITMEN BEGINI.DAN HEBATNYA DI DUKUNG OLEH PRABOWO SANDI UNTUK DI WUJUDKAN SETELAH TERPILIH NANTI ..
SAVE...
#PRABOWO SUBIANTO.
#SANDIAGA UNO.",2,,
190,#PrabowoSandi,"Sandiaga Uno Bertemu dengan Ketua PW NU Kaltim, Fauzi Bachtar, Disumbang Ibu Widi ‘for Better Indonesia’ #IndonesiaMenang https://www.2019gantipresiden.org/2019/01/sandiaga-uno-bertemu-dengan-ketua-pw-nu.html …",2,,
191,"# 
�
JanganGolputTolakGolputer 
❤
1JokowiMaarufAmin2019",Penyambutan Warga Pati Terhadap Cawapres 02 sandiaga uno.Hidup prabowo-sandi02. #CakIminMenangkanJokowi #JokowiOrangBaik #JokowiLagi #01JokowiLagi #01IndonesiaMaju #01JokowiAmin #JokowiHarapanPasti #Salam1Jempol #SandiwaraUnoLagi #Prabohong #PraboHoax ,1,,
192,penanegeri,"Sandiaga Uno, Sudah Saatnya Jihad Ekonomi https://penanegeri.com/sandiaga-uno-sudah-saatnya-jihad-ekonomi/34635/ …",0,,
193,Aris Wanto,"Kunjungan Calon WakilPresiden RI 2019

Calon Wakil Presiden RI Sandiaga Uno Berkunjung ke UMKM Pengrajin Mete di Rumah Ibu Hj. Samsiah, Jalan Wonogiri - Ngadirojo Lur Wonogiri, Jawa Tengah. (Selasa, 29/1)
#PrabowoIndonesiaMenang",2,,
194,Jayadi Al-Lukman,"Politisi PSI, Muh. Guntur menyindir Adegan ibu-ibu nangis minta foto bareng hanyalah hasil sandiwara Sandiaga Uno dengan Caleg PAN yang sudah saling kenal
#Koalisiprabohong #sandiwarauno",0,,
195,Miladi Nurul Fahmi,"RELAWAN & PENDUKUNG 02
Muslim, Nasrani, Budha, Hindu, Katolik, Protestan

Saatnya Kembali Gaungkan Nama
Prabowo Subianto & Sandiaga Uno

Sebarkan Prestasi, visi misi , Gagasan
@prabowo & @sandiuno 

@adilmakmur02
#2019PrabowoPresidenRI",0,,
196,17AprilPrabowoPresidenRI,"#SulselPilihPrabowoSandi 
#SulselPilihPrabowoSandi

PECAHHH !!! Di Makasar Penampilan Sabyan dan Sandiaga uno Luar biasa Penonton Membludakkk !!! ",2,,
197,#PrabowoSandi,"Rocky Gerung dan Sandiaga Uno Diskusi di Pesantren, Foto dan Videonya Jadi Viral #IndonesiaMenang https://www.2019gantipresiden.org/2019/01/rocky-gerung-dan-sandiaga-uno-diskusi.html …",0,,
198,#PrabowoSandi,"Pulang Kampanye dari Wonogiri, Sandiaga Uno Dikawal 10 Mobil PDIP #IndonesiaMenang https://www.2019gantipresiden.org/2019/01/pulang-kampanye-dari-wonogiri-sandiaga.html …",0,,
199,#2019PrabowoPresidenRI,"Kuning tdk berarti 1 lho... nih buktinya di Makassar kuning tapi salam 2 jari, bukti dukungan ke @prabowo @sandiuno 

Makassar memang beda, tdk mdh diintervensi.

#SulselPilihPrabowoSandi
#SulselPilihPrabowoSandi",2,,
200,Edy Sutejo,"Tadi malam Sandiaga Uno masuk kota Pati, tapi disambut masyarakat Pati dengan teriakan Jokowi... Jokowi... pic.twitter.com/8QjjfNDQlf",0,,
201,IRFAN,"Sandiaga Uno Nyanyikan lagu DUDUK di Cafe Red Corner Makasar Sulsel
#SulselPilihPrabowoSandi 
#SulselPilihPrabowoSandi",2,,
202,Qprit,sandiaga uno ke pati jateng malah yg dipanggil jokowi ,0,,
203,#PrabowoSandi,"Di Kampung Nelayan Manggar Balikpapan, Sandiaga Uno Ucapkan Ini #IndonesiaMenang https://www.2019gantipresiden.org/2019/01/di-kampung-nelayan-manggar-balikpapan.html …",0,,
204,awsanjaya,CANDUQQ | KUBU PRABOWO TAK MENCEMASKAN VIRAL SANDIAGA UNO JILID II http://canduqqpoker.co/canduqq-kubu-prabowo-tak-mencemaskan-viral-sandiaga-uno-jilid-ii/ …,0,,
205,detikcom,"Kunjungan cawapres @sandiuno ke korban banjir di Makassar jadi ramai dibahas karena dianggap sebagai sandiwara. Bagaimana awal mulanya?
#SandiagaUno #Viral",0,,
206,Miladi Nurul Fahmi,"RELAWAN & PENDUKUNG 02
Muslim, Nasrani, Hindu, Budha, Katolik, Protestan

Saatnya Kembali Gaungkan Nama
Prabowo Subianto - Sandiaga Uno 

Sebarkan Prestasi, Visi Misi ,Gagasan, 
 @prabowo & @sandiuno

@adilmakmur02
#2019PrabowoPresidenRI",2,,
207,Semarangpedia.com,"Semarangpedia - Sandiaga Uno Akan Ajak Masyarakat Demak Berolahraga Bersama | https://semarangpedia.com/sandiaga-uno-akan-ajak-masyarakat-demak-berolahraga-bersama/ …
.
#demak, #pemilu, #pilpres, #sandiagaunoakanajakmasyarakatdemakberolahragabersama, #semarangpedia pic.twitter.com/gVNUaiBdMY",0,,
208,Pusat Siaran Pers,Curhat  dan Masukan Ikhwan Penjual Serbet kepada Sandiaga Uno di TPI Tasik Agung - Pusat Siaran Pers Indonesia - https://pusatsiaranpers.com/2019/01/30/curhat-dan-masukan-ikhwan-penjual-serbet-kepada-sandiaga-uno-di-tpi-tasik-agung/ …,0,,
209,mei Amoy kecil 他很米兰,"Sandiwara Sandiaga Uno makin panik 
kabu sebelah hobby bikin sandiwara dan  Hoax    ",0,,
210,Apakabarnews,"Sandiaga Uno, Sidah Saatnya Jihad Ekonomi - Apa Kabar News - https://apakabarnews.com/2019/01/30/sandiaga-uno-sidah-saatnya-jihad-ekonomi/ …",0,,
211,Emot Berkata,"Politisi PSI, Muh. Guntur menyindir Adegan ibu-ibu nangis minta foto bareng hanyalah hasil sandiwara Sandiaga Uno dengan Caleg PAN yang sudah saling kenal
#Koalisiprabohong #sandiwarauno",0,,
212,Erna Bintang Jelita,"Inilah sosok yang di isukan akan menggantikan kampanye Ahmad dhani

Jakarta - Lembaga survei Alvara Research Center mengeluarkan survei terbaru menjelang Pilpres 2019. Elektabilitas dua pasang kandidat, yakni Joko Widodo-Ma'ruf Amin dan Prabowo Subianto-Sandiaga Uno, diadu. … ",0,,
213,ciciliakarno putri,Wahuhh pernyataan langsung loh ini dari ibu angkat Pak Sandiaga Uno ,0,,
214,bimatanews,Keluar dari Wonogiri Sandiaga Uno Dikawal Tujuh Mobil Branding PDI-P http://dlvr.it/Qxn2kn ,0,,
215,Adi,Sugeng rawuh Bp.SandiagaUno wonten Demak Kota Wali ,0,,
216,#2019GantiPresidenㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤ,"Pulang Kampanye dari Wonogiri, Sandiaga Uno Dikawal 10 Mobil PDIP https://www.2019gantipresiden.org/2019/01/pulang-kampanye-dari-wonogiri-sandiaga.html … pic.twitter.com/YxdimLJ6pN",0,,
217,#AhsanFurqanIbrahim,"Generasi Milenial Baru siap Turun Gunung Mendulang Suara kaum Milenial untuk PRABOWO-SANDIAGA UNO. Coblos Nomor 02 Prabowo-Sandi, pada PilPres 2019 17April 2019 #AhmadDhaniKorbanRezim #AhmadDhaniKorbanRezim #AhmadDhaniKorbanRezim",2,,
218,Bambangs,SANDIAGA UNO INI TERLALU BANTAK.JANJI2 TIPU MENIPU DIMANFAATKAN SPERTI JAKARTA YG TELAH JADI KORBAN TIPUAN SANDIAGA SEPERTI ,0,,
219,"Kerja Keras,Kerja Cerdas,Kerja Tuntas,Kerja Ikhlas","Di Kampung Nelayan Manggar Balikpapan, Sandiaga Uno Ucapkan Ini #2019GantiPresiden https://www.2019gantipresiden.org/2019/01/di-kampung-nelayan-manggar-balikpapan.html …",0,,
220,Qifin Trastu,sambutan negatif untk Sandiaga Uno #SandiwaraUnoLagi #jokowidicintairakyat #Jokowilagi #wonogiri #jawatengah @ulinyusron @Uki23 @TheArieAir @sy_haris @SutanRiska @sejutateman @RizmaWidiono #SatuJokowiLagi,1,,
221,Jiwa Raga Untuk NKRI,PDI Perjuangan langsung bereaksi saat Joko Widodo yang dilaporkan kubu Prabowo-Sandiaga Uno ke Bawaslu. #BantengBlusukanSeru,0,,
222,ZULKIFLI LUBIS,"Ayo kita aamiin kan ... 

Sandiaga Uno Didoakan dari Palestina Jadi Wakil Presiden RI Agar Mengikuti Jejak Salahuddin Bebaskan Al-Aqsa ",2,,
223,Vox Jax,"Ya gitu, bisa kompak. Inget gak dulu ada yang sebar hoax plat mobil Sandiaga Uno? Diframing bareng ame akun gelembung sabun. 

Ujungnya keciduk itu hoax. Melipir berjamaah, terus aje dah gitu Ampe Ariana Grande mampir ke Ciraos~",0,,
224,"Kerja Keras,Kerja Cerdas,Kerja Tuntas,Kerja Ikhlas","Pulang Kampanye dari Wonogiri, Sandiaga Uno Dikawal 10 Mobil PDIP #2019GantiPresiden https://www.2019gantipresiden.org/2019/01/pulang-kampanye-dari-wonogiri-sandiaga.html …",0,,
225,"DR Kasan Mulyono, MM","Upaya Menjegal Sandiaga Uno dan Netralitas Penyelenggara Pemilu

#MalukuPilihPrabowoSandi",2,,
226,"DR Kasan Mulyono, MM","Sandiaga Uno Hadiri Dialog Kebhinekaan di Karanganyar

#MalukuPilihPrabowoSandi",2,,
227,"DR Kasan Mulyono, MM","Sandiaga Uno Kagum Saat Kunjungi Pembuat Wayang Beber di Wonogiri

#MalukuPilihPrabowoSandi",2,,
228,detikcom,"PDIP berkomentar soal iring-iringan mobil untuk cawapres Sandiaga Uno di Wonogiri. Menurut PDIP, para kader menjaga Sandiaga agar nyaman di 'kandang banteng'. ",0,,
229,detikcom,"""Kalau soal sambutan rakyat terhadap kehadiran Pak Sandiaga Uno, ya itulah ekspresi kecintaan temen-temen tersebut kepada Pak Jokowi,"" ungkap Ketua TKD.
#Jokowi #SandiagaUno #PIlpres2019",0,,
230,"#NoHoax!!!_JKW-Maruf 2019  
❤","Sbaiknya Sandi jangan asal ngomong dech ...
Klau terbukti Dhani mmang salah, apakah hrus didiamkn. 
Apa lagi Dhani sdh bnyak kasusnya.
Jngan dikit2 di hubungkn dg Politik dech. 

Ahmad Dhani Dpenjara, Sandiaga Uno: Jngan Hukum Dignakn Utk Mmukul Lwan ",0,,
231,Dhiatamayo Fadhlika,"Relawan SANG PRABU siap memenangkan dan mengawal suara pasangan Prabowo-Sandiaga Uno beserta caleg nya dari partai-partai Gerindra, PKS, PAN, Demokrat dan Berkarya. Inshaa Allah. #2019PrabowoPresidenRI",2,,
232,#NO2ISIS,"Viral! Berkunjung ke Wonogiri, Sandiaga Uno Disambut Teriakan 'Jokowi'. Ini Pukulan Telak Banget! @KoRnHurry @amrudinnejad_ @GagakNew @rizamsyafiq @panopticsm @AgenRHS",0,,
233,Purwanto Bin WAGIMAN,"Anggota DPR RI @AWPramestuti menampik pernyataan calon wakil presiden (cawapres) nomor urut 02 Sandiaga Uno yang menyebut nasib petani saat ini, khususnya petani tebu makin sengsara. 

#BantengBlusukanSeru",0,,
234,Pemuda Tampan,"Politikus PDI Perjuangan @AWPramestuti menampik tudingan calon Wakil Presiden nomor urut 02 Sandiaga Uno yang menyebut belum optimalnya infrastruktur pertanian di Indonesia serta masih dilakukannya impor pangan.

#BantengBlusukanSeru",0,,
235,Yan Harahap,"Ahmad Dhani Divonis 1,5 Tahun Penjara, Sandiaga Uno: Jangan Gunakan Hukum untuk Pukul Lawan

http://m.tribunnews.com/amp/pilpres-2019/2019/01/29/ahmad-dhani-divonis-15-tahun-penjara-sandiaga-uno-jangan-gunakan-hukum-untuk-pukul-lawan …",0,,
